Date,Compound,Thème Énergétique
2023-04-02,0.7345,Emploi et dynamique économique
2023-04-02,0.2268,Politique énergétique et environnementale
2023-04-02,0.6249,Innovation dans le secteur de l'énergie
2023-04-03,-0.4449,"Énergie solaire, éolienne en France et dans le monde"
2023-04-03,0.4523,Emploi et dynamique économique
2023-04-03,0.3548,Politique énergétique en Allemagne
2023-04-03,0.5862,"Énergie solaire, éolienne en France et dans le monde"
2023-04-03,0.4003,Politique énergétique et environnementale
2023-04-03,0.8309,Emploi et dynamique économique
2023-04-03,0.8309,Emploi et dynamique économique
2023-04-03,0.6378,Politique énergétique et environnementale
2023-04-03,0.795,Politique énergétique et environnementale
2023-04-04,0.5983,Politique énergétique en Allemagne
2023-04-04,0.1511,Innovation dans le secteur de l'énergie
2023-04-04,0.5574,Politique énergétique et environnementale
2023-04-04,-0.0276,"Énergie solaire, éolienne en France et dans le monde"
2023-04-05,0.4784,Politique énergétique en Allemagne
2023-04-05,0.5411,Politique énergétique et environnementale
2023-04-05,0.25,"Énergie solaire, éolienne en France et dans le monde"
2023-04-05,-0.3851,Innovation dans le secteur de l'énergie
2023-04-05,0.7783,"Énergie solaire, éolienne en France et dans le monde"
2023-04-05,0.7276,"Énergie solaire, éolienne en France et dans le monde"
2023-04-05,0.5562,Politique énergétique et environnementale
2023-04-05,0.5434,Emploi et dynamique économique
2023-04-06,0.8442,Innovation dans le secteur de l'énergie
2023-04-06,0.3164,Politique énergétique et environnementale
2023-04-06,0.7688,Politique énergétique et environnementale
2023-04-06,-0.0772,"Énergie solaire, éolienne en France et dans le monde"
2023-04-06,0.6442,Politique énergétique en Allemagne
2023-04-06,0.4404,"Énergie solaire, éolienne en France et dans le monde"
2023-04-06,0.5638,Politique énergétique en Allemagne
2023-04-06,0.7013,"Énergie solaire, éolienne en France et dans le monde"
2023-04-07,0.4547,Politique énergétique et environnementale
2023-04-07,-0.34,"Énergie solaire, éolienne en France et dans le monde"
2023-04-07,0.802,Politique énergétique en Allemagne
2023-04-07,0.7156,"Énergie solaire, éolienne en France et dans le monde"
2023-04-07,0.7339,Innovation dans le secteur de l'énergie
2023-04-07,0.4404,Emploi et dynamique économique
2023-04-07,0.8906,Innovation dans le secteur de l'énergie
2023-04-08,0.5574,Politique énergétique en Allemagne
2023-04-08,0.5632,Politique énergétique et environnementale
2023-04-08,0.4926,Politique énergétique en Allemagne
2023-04-08,0.6209,"Énergie solaire, éolienne en France et dans le monde"
2023-04-08,0.5106,Politique énergétique et environnementale
2023-04-08,0.9495,Politique énergétique et environnementale
2023-04-09,0.7845,Emploi et dynamique économique
2023-04-09,0.8313,Politique énergétique et environnementale
2023-04-09,0.5719,"Énergie solaire, éolienne en France et dans le monde"
2023-04-09,0.6224,Politique énergétique et environnementale
2023-04-09,0.5106,Innovation dans le secteur de l'énergie
2023-04-09,0.5859,"Énergie solaire, éolienne en France et dans le monde"
2023-04-09,0.7269,Politique énergétique et environnementale
2023-04-09,0.658,Politique énergétique en Allemagne
2023-04-09,0.4574,Politique énergétique en Allemagne
2023-04-10,0.7321,Politique énergétique en Allemagne
2023-04-10,0.3595,Innovation dans le secteur de l'énergie
2023-04-10,0.5696,Politique énergétique et environnementale
2023-04-10,0.5696,Politique énergétique et environnementale
2023-04-10,0.68,Politique énergétique et environnementale
2023-04-10,0.5271,Innovation dans le secteur de l'énergie
2023-04-10,0.7096,"Énergie solaire, éolienne en France et dans le monde"
2023-04-11,0.4215,Politique énergétique en Allemagne
2023-04-11,0.4926,Politique énergétique et environnementale
2023-04-11,0.7506,Emploi et dynamique économique
2023-04-11,0.8555,Innovation dans le secteur de l'énergie
2023-04-11,0.8061,Emploi et dynamique économique
2023-04-11,0.4404,Emploi et dynamique économique
2023-04-12,0.7351,"Énergie solaire, éolienne en France et dans le monde"
2023-04-12,0.25,Politique énergétique et environnementale
2023-04-12,0.6298,Emploi et dynamique économique
2023-04-12,0.7081,Politique énergétique en Allemagne
2023-04-12,0.5423,"Énergie solaire, éolienne en France et dans le monde"
2023-04-12,0.8658,Emploi et dynamique économique
2023-04-12,0.25,Politique énergétique et environnementale
2023-04-12,0.6354,Politique énergétique en Allemagne
2023-04-13,0.4019,Politique énergétique et environnementale
2023-04-13,0.6553,"Énergie solaire, éolienne en France et dans le monde"
2023-04-13,0.3786,Emploi et dynamique économique
2023-04-13,-0.3595,Politique énergétique en Allemagne
2023-04-13,0.8176,Emploi et dynamique économique
2023-04-14,0.4767,"Énergie solaire, éolienne en France et dans le monde"
2023-04-14,0.0,Politique énergétique en Allemagne
2023-04-14,0.7351,Politique énergétique et environnementale
2023-04-14,0.1759,Politique énergétique en Allemagne
2023-04-14,0.5053,Politique énergétique et environnementale
2023-04-14,-0.3612,Politique énergétique en Allemagne
2023-04-14,-0.4738,Politique énergétique en Allemagne
2023-04-14,0.3826,Politique énergétique et environnementale
2023-04-15,0.5216,Politique énergétique en Allemagne
2023-04-15,0.7184,Politique énergétique en Allemagne
2023-04-15,0.4577,Politique énergétique en Allemagne
2023-04-15,0.7256,Emploi et dynamique économique
2023-04-15,0.5399,"Énergie solaire, éolienne en France et dans le monde"
2023-04-15,0.9072,Innovation dans le secteur de l'énergie
2023-04-15,0.594,Emploi et dynamique économique
2023-04-15,-0.2244,"Énergie solaire, éolienne en France et dans le monde"
2023-04-15,0.5411,Politique énergétique et environnementale
2023-04-15,0.4404,Politique énergétique et environnementale
2023-04-16,0.5699,Innovation dans le secteur de l'énergie
2023-04-16,0.34,"Énergie solaire, éolienne en France et dans le monde"
2023-04-16,0.4404,Politique énergétique en Allemagne
2023-04-16,0.6996,Politique énergétique en Allemagne
2023-04-16,0.8359,Politique énergétique en Allemagne
2023-04-16,0.4404,Politique énergétique et environnementale
2023-04-16,0.318,Politique énergétique en Allemagne
2023-04-16,-0.2707,Innovation dans le secteur de l'énergie
2023-04-16,-0.4094,Politique énergétique en Allemagne
2023-04-16,0.4926,Politique énergétique en Allemagne
2023-04-17,0.4404,Emploi et dynamique économique
2023-04-17,0.9888,Innovation dans le secteur de l'énergie
2023-04-17,0.2047,Politique énergétique en Allemagne
2023-04-17,0.4404,Politique énergétique et environnementale
2023-04-17,0.6908,"Énergie solaire, éolienne en France et dans le monde"
2023-04-17,-0.126,Politique énergétique et environnementale
2023-04-17,0.7777,Emploi et dynamique économique
2023-04-18,0.7319,"Énergie solaire, éolienne en France et dans le monde"
2023-04-18,0.8306,Politique énergétique en Allemagne
2023-04-18,0.5106,Politique énergétique et environnementale
2023-04-18,0.69,"Énergie solaire, éolienne en France et dans le monde"
2023-04-18,0.7418,Innovation dans le secteur de l'énergie
2023-04-18,0.1027,Politique énergétique en Allemagne
2023-04-18,0.4215,Politique énergétique en Allemagne
2023-04-18,0.6369,Politique énergétique et environnementale
2023-04-18,0.7193,"Énergie solaire, éolienne en France et dans le monde"
2023-04-18,0.6696,Innovation dans le secteur de l'énergie
2023-04-19,0.886,Emploi et dynamique économique
2023-04-19,0.4926,Politique énergétique en Allemagne
2023-04-19,-0.2263,Politique énergétique et environnementale
2023-04-19,0.7959,"Énergie solaire, éolienne en France et dans le monde"
2023-04-19,0.7712,Emploi et dynamique économique
2023-04-19,0.0,Politique énergétique et environnementale
2023-04-19,0.4912,Politique énergétique en Allemagne
2023-04-19,0.8439,Emploi et dynamique économique
2023-04-19,0.7644,"Énergie solaire, éolienne en France et dans le monde"
2023-04-19,0.8469,Emploi et dynamique économique
2023-04-20,0.6124,Innovation dans le secteur de l'énergie
2023-04-20,-0.34,"Énergie solaire, éolienne en France et dans le monde"
2023-04-20,0.6588,Politique énergétique et environnementale
2023-04-20,0.089,"Énergie solaire, éolienne en France et dans le monde"
2023-04-20,-0.0,"Énergie solaire, éolienne en France et dans le monde"
2023-04-20,0.5399,Politique énergétique et environnementale
2023-04-21,0.1571,"Énergie solaire, éolienne en France et dans le monde"
2023-04-21,0.1531,Emploi et dynamique économique
2023-04-21,0.1531,Innovation dans le secteur de l'énergie
2023-04-22,0.8955,Emploi et dynamique économique
2023-04-22,0.7088,"Énergie solaire, éolienne en France et dans le monde"
2023-04-22,0.4767,Politique énergétique et environnementale
2023-04-22,0.0382,"Énergie solaire, éolienne en France et dans le monde"
2023-04-22,0.4926,Politique énergétique en Allemagne
2023-04-22,-0.3786,Emploi et dynamique économique
2023-04-22,0.8805,"Énergie solaire, éolienne en France et dans le monde"
2023-04-22,0.5994,Emploi et dynamique économique
