Content,Date,Compound,Sentiment,Thème
Et regardez l'analyse de risque de RTE sur les différents scénarios et demandez vous si c'est vraiment une bonne idée de prendre un risque plus élevé pour la transition énergétique,2023-01-07,0.636,Positif,Développement de la production d'énergie et réglementations européennes
"Le renouvelable est un échec absolu en matière de transition énergétique .
Vouloir sauver L Europe Maastrichienne quoi qu il en coûte ?
Bon courage , votre petite boutique est morte !",2023-01-07,0.7424,Positif,Développement de la production d'énergie et réglementations européennes
"_xDDF2__xD83C_🇦♻️| A Mohammedia: Leila Benali, ministre de la Transition énergétique et Développement durable, a effectué mercredi une visite de terrain aux infrastructures énergétiques de la ville.",2023-01-07,0.7003,Positif,Plan d'investissement industriel
Transition énergétique : L’AMEE présente le modèle marocain aux journalistes sénégalais. dlvr.it/SgXRR3,2023-01-07,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
Transition énergétique : L’AMEE présente le modèle marocain aux journalistes sénégalais. nitter.net/i/broadcasts/1Oy…,2023-01-07,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
"Transition énergétique : EDT inaugure son ""générateur virtuel"" ift.tt/Feyl9qg",2023-01-07,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
"Et quand ce compte fait ça c'est pertinent (et drôle !). Par contre quand c'est juste de l'anti EnRi, c'est 
1. Inutile 
2. Contre productif
3. Contraire à nos scénarios de transition énergétique 

Mais bon, il faudrait déjà lire des scénarios de TE pour s'en rendre compte",2023-01-07,0.7243,Positif,Développement de la production d'énergie et réglementations européennes
"Quand on s'appelle « pays solution » dans la transition énergétique. Comment peut-on quémander un carnet d'adresse chez l'autre ? 
Le problème est plus qu'on le pense sérieusement 🤦🏽‍♂️ 🙄",2023-01-07,0.25,Positif,Plan d'investissement industriel
"#Angerville #Essonne cérémonie des vœux à la population de Johann Mittelhausser, maire, ce soir. Après avoir énuméré l'action de la ville ces dernières années, l'édile a tracé les perspectives pour demain à travers le programme petite ville de demain ou la transition énergétique",2023-01-07,0.6249,Positif,Émissions de CO2 et transition énergétique
inutiles (par exemple le chèque de transition énergétique) puis on me laisse tranquille car on ne peut rien faire sans mon consentement devant la loi. je reste très vigilante de ne pas commettre les impairs devant la loi.,2023-01-07,0.2944,Positif,Développement de la production d'énergie et réglementations européennes
"Lancée en 2013 à Saint-Malo, l’odyssée Energy Observer est passée du statut de start-up à celui de véritable entreprise qui emploie plus de 100 personnes. Avec une idée en tête : réussir la transition énergétique maritime grâce à l’hydrogène. francelive.fr/teaser/ouest-f…",2023-01-07,0.9298,Positif,Développement de la production d'énergie et réglementations européennes
Transition énergétique au profit des pétroliers.,2023-01-07,0.7003,Positif,Plan d'investissement industriel
"Flatterstrom et Dunkelflaute ! Un partisan de la transition énergétique a-t-il le droit d'utiliser ces mots ? Il doit même le faire, critiquer violemment le tournant énergétique allemand pour promouvoir un tournant énergétique qui fonctionne. piped.video/g_9Qi6w16rE",2023-01-07,0.8313,Positif,Développement de la production d'énergie et réglementations européennes
"""#Noyon a besoin de nouveaux projets pour être attractive. Nous avons trois grandes priorités  : le bien être des habitants,  le développement économique et touristique ainsi que la transition énergétique """,2023-01-07,0.6705,Positif,Développement de la production d'énergie et réglementations européennes
"Mme la Ministre de la transition énergétique, l’objectif de réduction de 40% des GES est fixé à 2030, contrairement à ce que vous dites ! Bossez-vos sujets, on n’a plus le temps pour ce genre d’amateurisme",2023-01-07,0.471,Positif,Énergies renouvelables et croissance économique
"europe-solidaire.org/spip.ph…
L’impossible transition énergétique",2023-01-07,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
À mon avis le Brexit compte bcp moins que la double expérience Covid & crise énergétique suite à l’invasion🇷🇺en🇺🇦: les ressortissants des différents EM jugent positivenent la coordination de l’🇪🇺 &les mesures communes: vaccins/NGEu/sanctions/aide militaire/transition energétique.,2023-01-07,0.3147,Positif,Enjeux énergétiques mondiaux et financement de la transition
"Pour éviter le cherry picking, donnez un lien des screenshots que vous présentez. 
D'autre part, Greenpeace est une association agissant dans plusieurs pays. Si vous évoquez un scénario de transition énergétique, dites nous pour quel pays.",2023-01-07,0.6597,Positif,Énergies renouvelables et croissance économique
"pour cela, je n'utilise pas le chèque de 100€ reçu de la ministère de la transition énergétique.",2023-01-07,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
UNEnergie: Pas de transition énergétique sans un nouveau réseau électrique usinenouvelle.com/article/av…,2023-01-07,-0.3089,Negatif,Énergies renouvelables et croissance économique
"La transition énergétique, ça va vite n’empêche…",2023-01-08,0.4404,Positif,Enjeux du nucléaire et besoin de réduction d'énergie
La transition énergétique est un bouleversement. Elle ne sera pas simple. Nous y arriverons.,2023-01-08,0.5842,Positif,Développement de la production d'énergie et réglementations européennes
"Je suis d'accord qu'il y a une transition énergétique à faire, de façon intelligente et mesurée, cela dit et sans utiliser la coercition ou la taxation individuelle. C'est mon côté conservateur. Autre point : collectivement, le Canada n'est pas du tout un grand emetteur de CO2 🤷🏼‍♀️",2023-01-08,0.68,Positif,Transition énergétique et politique gouvernementale
"Certaines provinces plus que d’autres ça c’est sur.
Juste que le constat PAR HABITANT pourrait justement être révélateur de la volonté collective de faire la dites transition énergétique.",2023-01-08,0.7661,Positif,Énergies renouvelables et croissance économique
"Présence de lobbies allemands anti-nucléaires et pro-éoliens, au sein du ministère de la transition énergétique de La France ?!!! piped.video/SprKBjnJVro",2023-01-08,0.5826,Positif,Développement de la production d'énergie et réglementations européennes
"Dans ce 2e numéro de « Recherche & transition énergétique », en collaboration avec le #LEPMI, il sera question de stockage d’énergie via les #batteries. 
@GrenobleINP @UGrenobleAlpes #stockageenergie c.ledauphine.com/science-et-…",2023-01-08,0.4926,Positif,"Énergie solaire et éolienne, politiques et réglementations"
"Quelle honte de manifester comme cela contre la transition énergétique. Cela doit être un coup du lobby nucléariste macho raciste fascisant

La roche sédimentaire de biomasse naturelle est un complément parfaitement écologique et féministe pour pondérer la variabilité des EnR",2023-01-08,-0.296,Negatif,"Énergie solaire et éolienne, politiques et réglementations"
Justement si ça fait 20 fois c’est qu’il y en a des choses à dire surtout quand il passe dans le grand public où les contre-vérités peuvent rapidement se diffuser. Le débat de la transition énergétique n’en a à priori pas besoin.,2023-01-08,0.2942,Positif,Économie française et recherche en énergie.
"… pour se présenter comme un acteur incontournable d’une transition énergétique « durable » tout en étant particulièrement actif dans la prospection de nouveaux puits de pétrole, et dans la préparation de nouveaux projets d’extraction.",2023-01-08,0.5859,Positif,Développement de la production d'énergie et réglementations européennes
"Le volontarisme suédois dans la transition énergétique n’a donc pas pénalisé l’économie du pays, ni en termes de croissance (le PIB par habitant a augmenté de 41 % en 20 ans), ni en termes d’emploi.
theconversation.com/transiti…",2023-01-08,0.8306,Positif,Énergies renouvelables et croissance économique
"On ne saura pas financer la transition énergétique si l’énergie devient trop chère et que les industriels fuient l’Europe… Un mix entre les EnR + le nucléaire + le stockage (hydro-électrique, H2 et batteries) est indispensable pour garantir les coûts et la disponibilité.",2023-01-08,0.7955,Positif,Transition énergétique et politique gouvernementale
"ça fait 15 ans, 20 ans qu'on nous parle de la transition énergétique, to... piped.video/shorts/oIlJV97cE… via @YouTube",2023-01-08,0.571,Positif,Plan d'investissement industriel
Le bilan carbone annuel d'un petit pays pour écouter des poncifs sur la transition énergétique.,2023-01-08,0.5106,Positif,Enjeux énergétiques mondiaux et financement de la transition
Ils ont bien mis dupond moretti ministre de la justice ! Elisabeth Guigou proche de J Lang et Olivier Duhamel présidente d’une commission sur l’inceste. Panier Runacher ministre de la transition énergétique alors que papa était le PDG de PERENCO… etc etc etc,2023-01-08,0.8306,Positif,Développement de la production d'énergie et réglementations européennes
"Une excellente étude qui traite le contexte mondial de l'hydrogène vert et la contribution de notre pays dans ce marché. 
""Le marché de l’hydrogène vert : l’équation industrielle de la transition énergétique"" policycenter.ma/publications…",2023-01-08,0.4404,Positif,Énergies renouvelables et croissance économique
"A noter que JMJ ne parle jamais de politique. 

il parle aux politiques ce qui est différent. 

Contrairement à vous. Vos allusions sur la droite montrent à peu près la même ouverture d'esprit que sur la transition énergétique.",2023-01-08,0.69,Positif,Émissions de CO2 et transition énergétique
