Content,Clean_Tweet,Date,Thème TEner,Thème Énergétique,Thème TEco,Thème Écologique
Actu-Environnement élargit son offre éditoriale #transition #écologique actu-environnement.com/ae/ne…,"['actuenvironnement', 'élargir', 'offrir', 'éditorial', 'écologique', 'actuenvironnementcomaene']",2023-01-04,Thème 4,Financement et développement public,Thème 1,Soutien et financement de projets écologiques
"TF1 INFO: La transition écologique, un leurre doublé d'une chimère !._x000D_
buff.ly/3CoXV9Y","['tf1', 'info', 'écologique', 'leurre', 'doublé', 'chimèr', 'x000d', 'buffly3coxv9y']",2023-01-04,Thème 0,Politique énergétique et environnementale,Thème 1,Soutien et financement de projets écologiques
Les baigneurs pas refroidis par la baisse d’un degré dans les piscines de l’agglomération de Vannes #Vannes #Elven #Transition écologique @OuestFrance ouest-france.fr/bretagne/van…,"['baigneur', 'refroidi', 'baiss', 'degré', 'piscine', 'agglomération', 'vanne', 'vanne', 'elven', 'écologique', 'ouestfrance', 'ouestfrancefrbretagnevan']",2023-01-04,Thème 0,Politique énergétique et environnementale,Thème 12,Écologie et construction de bâtiments durables
"À Laval, plus de 1 000 arbres seront plantés dès février 2023 #Laval #Biodiversité #Transition écologique @OuestFrance ouest-france.fr/pays-de-la-l…","['laval', 'arbre', 'planter', 'février', 'laval', 'biodiversité', 'écologique', 'ouestfrance', 'ouestfrancefrpaysdelal']",2023-01-04,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 0,Politiques environnementales et écologiques du gouvernement français
"Top story: @sylvainbruno: 'Transition écologique, innovation, marketing…à lire en cette rentrée dans @Strategies l’interview croisée @Cheydema & @LucaDe_Meo.  @derochegonde. ' nitter.net/sylvainbruno/sta…, see more tweetedtimes.com/v/19050?s=t…","['top', 'story', 'sylvainbruno', 'écologique', 'innovation', 'marketing', 'lire', 'rentrer', 'strategier', 'interview', 'croiser', 'cheydema', 'lucademeo', 'derochegond', 'nitternetsylvainbrunosta', 'see', 'tweetedtimescomv19050st']",2023-01-04,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 1,Soutien et financement de projets écologiques
"Si ça vous fait plaisir. Mais moi en tout cas je ne suis en aucun cas partisan d’une écologie punitive, comme vous. Et ce n’est pas avec ces figures écolos et des propositions toujours des plus farfelues et totalement à côté de la plaque, qu’on réussira la transition écologique.","['plaisir', 'cas', 'cas', 'partisan', 'écologie', 'punitif', 'figure', 'écolo', 'proposition', 'farfelu', 'totalement', 'côté', 'plaqu', 'réussir', 'écologique']",2023-01-04,Thème 0,Politique énergétique et environnementale,Thème 0,Politiques environnementales et écologiques du gouvernement français
Il faudra peut-être expliciter le lien entre la peinture et la transition écologique parce que nous avons beau chercher…🤔 la réponse ne se présente pas elle-même 😅,"['falloir', 'peutêtre', 'expliciter', 'peintur', 'écologique', 'chercher', 'réponse', 'présente', 'ellemême']",2023-01-04,Thème 13,Politique énergétique en Allemagne,Thème 12,Écologie et construction de bâtiments durables
"Les pauvres doivent répondre de leurs actes, les riches jamais._x000D_
Ça suffit._x000D_
La Transition écologique c'est maintenant que ça se joue ! ✊_x000D_
#JeunesseNupes","['pauvre', 'répondre', 'acte', 'riche', 'jamaisx000d', 'suffitx000d', 'écologique', 'joue', 'x000d', 'jeunessenuper']",2023-01-04,Thème 6,Emploi et dynamique économique,Thème 12,Écologie et construction de bâtiments durables
Alors que les écolos sont déjà à côté de la plaque sur la transition écologique les autres partis n'en parlons même pas,"['écolo', 'côté', 'plaqu', 'écologique', 'parti', 'nen', 'parler']",2023-01-04,Thème 13,Politique énergétique en Allemagne,Thème 3,Énergie et économie vers une société écologique
"L'Arrondissement lance la dernière phase d'une démarche de modernisation de la réglementation d'urbanisme. Ces projets de révision réglementaire visent notamment à simplifier la réglementation et à accélérer la transition écologique._x000D_
_x000D_
Détails : bit.ly/3VEB4xW_x000D_
#verdun","['larrondissement', 'lance', 'dernier', 'phase', 'démarch', 'modernisation', 'réglementation', 'durbanisme', 'projet', 'révision', 'réglementaire', 'viser', 'simplifier', 'réglementation', 'accélérer', 'écologiquex000d', 'x000d', 'détail', 'bitly3veb4xwx000d', 'verdun']",2023-01-04,Thème 13,Politique énergétique en Allemagne,Thème 10,Services publics et transition écologique
"*307kg en réalité : Christophe Béchu,Ministre de la Transition écologique et de la Cohésion des territoires de France a lâché une énorme caisse avec son cul en arrivant dans la cour de l'Elysée","['307', 'kilogramme', 'réalité', 'christophe', 'béchuministre', 'écologique', 'cohésion', 'territoire', 'france', 'lâcher', 'énorme', 'caisse', 'cul', 'arriver', 'cour', 'lelysé']",2023-01-04,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 0,Politiques environnementales et écologiques du gouvernement français
Méthode pour une transition écologique dans les grandes écoles de ... - Sénat bit.ly/3G1fnlS,"['méthode', 'écologique', 'grand', 'école', 'sénat', 'bitly3g1fnls']",2023-01-04,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 1,Soutien et financement de projets écologiques
"Et toujours plus d’adhérents ! ✨_x000D_
_x000D_
En 2023, nous aurons le plaisir de poursuivre notre action sous le signe de la transition écologique et des démarches participatives, avec vous !_x000D_
_x000D_
#caue#caue78#yvelines#voeux2023_x000D_
_x000D_
(4/4)","['adhérent', 'x000d', 'x000d', 'plaisir', 'poursuivre', 'action', 'signe', 'écologique', 'démarche', 'participatif', 'x000d', 'x000d', 'cauecaue78yvelinesvoeux2023x000d', 'x000d']",2023-01-04,Thème 12,Innovation dans le secteur de l'énergie,Thème 12,Écologie et construction de bâtiments durables
Pour financer la transition écologique ? 🤡🙈,"['financer', 'écologique']",2023-01-04,Thème 4,Financement et développement public,Thème 2,Évolution de l'écologie et de l'environnement dans le temps
"Depuis 5 ans, sous l'impulsion d'@EmmanuelMacron, la France a montré qu'elle savait développer de grandes entreprises de la tech. Une nouvelle génération arrive, prête à relever le défi de la transition écologique : la France est aujourd'hui le 1er écosystème greentech en Europe.","['limpulsion', 'demmanuelmacron', 'france', 'montrer', 'savoir', 'développer', 'grand', 'entreprise', 'tech', 'nouveau', 'génération', 'arriv', 'prêt', 'relever', 'défi', 'écologique', 'france', 'aujourdhui', 'premier', 'écosystème', 'greentech', 'europe']",2023-01-05,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 0,Politiques environnementales et écologiques du gouvernement français
"Fonds vert : 2 milliards d’euros pour soutenir la transition écologique des territoires - 1001rss.com/fonds-vert-2-mil…_x000D_
Le 'Fonds vert' entre en vigueur en ce début d’année 2023. Doté de 2 milliards d’euros, il vise à aider les collectivités territoriales à accélérer la transition ...","['fonds', 'vert', 'milliard', 'euro', 'soutenir', 'écologique', 'territoire', '1001rsscomfondsvert2mil', 'x000d', 'fonds', 'vert', 'vigueur', 'doté', 'milliard', 'euro', 'vise', 'aider', 'collectivité', 'territorial', 'accélérer']",2023-01-05,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 8,Collectivités territoriales et développement durable
🏭🏡Le maire @ville_trelaze Lamine Naham est fier de la #diversité de sa ville au passé industriel et s’engage avec force dans la transition #écologique 🌱,"['maire', 'villetrelaze', 'lamin', 'naham', 'fier', 'diversité', 'ville', 'industriel', 'engager', 'écologique']",2023-01-05,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 14,Agricultures et politiques environnementales
"👍Enseigner les ordres de grandeur de la transition aux nouvelles générations est absolument nécessaire si l'on veut qu'elle relèvent le défi de la #transition écologique_x000D_
Ils pourront ensuite choisir des actions qui ont du sens pour contribuer à des objectifs clairs et mesurables","['enseigner', 'ordre', 'grandeur', 'nouveau', 'génération', 'nécessaire', 'lon', 'relever', 'défi', 'écologiquex000d', 'pouvoir', 'ensuite', 'choisir', 'action', 'sen', 'contribuer', 'objectif', 'clair', 'mesurable']",2023-01-05,Thème 1,Production d'énergie et transition énergétique,Thème 6,Emploi et industrie écologique
"La recherche de l'équilibre n'est elle pas encadrée par de impératifs légaux ? Le code de l'environnement et les article L228-2 et suivant, la loi LOM, les lois sur la transition écologique, etc ? Ca vous parle ? La loi du 3 janvier 1977 ? Les CAUE ? Quel architecte êtes vous ?","['recherche', 'léquilibr', 'encadrer', 'impératif', 'légal', 'code', 'lenvironnement', 'article', 'l2282', 'loi', 'lom', 'loi', 'écologique', 'loi', 'janvier', 'caue', 'architect']",2023-01-05,Thème 6,Emploi et dynamique économique,Thème 11,Réformes écologiques et environnementales en France
Mon message : La transition écologique …. mon cul !,"['message', 'écologique', 'cul']",2023-01-05,Thème 6,Emploi et dynamique économique,Thème 2,Évolution de l'écologie et de l'environnement dans le temps
"Prix de l'#énergie, réforme des #retraites, remboursement #PGE, transition écologique, pénurie de main d'oeuvre et PJL #immigration, dividende salarié, @AsselinFasselin patron de @CPMEnationale  revient dans @Le_Figaro sur ces enjeux majeurs pour les #PME lefigaro.fr/conjoncture/fran…","['prix', 'lénergie', 'réform', 'retraite', 'remboursemer', 'pge', 'écologique', 'pénurie', 'main', 'doeuvre', 'pjl', 'immigration', 'dividend', 'salarié', 'asselinfasselin', 'patron', 'cpmenational', 'revenir', 'lefigaro', 'enjeux', 'majeur', 'pme', 'lefigarofrconjoncturefran']",2023-01-05,Thème 10,Enjeux mondiaux et émissions de gaz à effet de serre,Thème 7,Lutte contre le changement climatique et les émissions de gaz à effet de serre
"Vidéos Youtube sur les avancées scientifiques, la transition écologique dans le monde, les bonnes nouvelles..._x000D_
Tellement mieux que la télé et les infos-infox en continu.","['vidéo', 'youtub', 'avancé', 'scientifique', 'écologique', 'monde', 'nouvellesx000d', 'téler', 'infosinfox', 'continu']",2023-01-05,Thème 6,Emploi et dynamique économique,Thème 0,Politiques environnementales et écologiques du gouvernement français
cheh t'as le seum @yjadot parceque même t'es adhérents ouvre les yeux sur l'un des leviers de la transition écologique et énergétique,"['cheh', 'tas', 'seum', 'yjadot', 'parcequ', 'adhérent', 'ouvrir', 'yeux', 'lun', 'levier', 'écologique']",2023-01-05,Thème 6,Emploi et dynamique économique,Thème 6,Emploi et industrie écologique
Fonds vert : 2 milliards d’euros pour soutenir la transition écologique des territoires 24matins.fr/fonds-vert-2-mil…,"['fonds', 'vert', 'milliard', 'euro', 'soutenir', 'écologique', 'territoire', '24matinsfrfondsvert2mil']",2023-01-05,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 1,Soutien et financement de projets écologiques
"Formation ce jour des éco-délégués sur le rôle du député, le climat, la protection de l'environnement, transition écologique par le  député Jean Luc Fugit  au lycée Aragon-Picasso un bon moment d'échange  avec les élèves .","['formation', 'écodéléguer', 'rôle', 'député', 'climat', 'protection', 'lenvironnement', 'écologique', 'député', 'jean', 'luc', 'fugit', 'lycé', 'aragonpicasso', 'moment', 'déchange', 'élève']",2023-01-05,Thème 12,Innovation dans le secteur de l'énergie,Thème 8,Collectivités territoriales et développement durable
Transition écologique : les dix bonnes nouvelles de l’année 2022  via @ID_LinfoDurable - #TousActeurs linfodurable.fr/environnemen…,"['écologique', 'nouveau', 'idlinfodurabl', 'tousacteur', 'linfodurablefrenvironnemen']",2023-01-05,Thème 6,Emploi et dynamique économique,Thème 0,Politiques environnementales et écologiques du gouvernement français
"On n'en peut plus du vert, du bio. de la transition écologique et de l'interventionnisme de l'Etat partout, sur tout comme si il était omniscient alors que plus il en fait et moins ça va, juste laissez les gens gérer ça va bien se passer...faites confiance aux français pour voir.","['nen', 'vert', 'bio', 'écologique', 'linterventionnism', 'letat', 'partout', 'omniscient', 'laisser', 'gérer', 'passerfaite', 'confiance', 'français', 'voir']",2023-01-05,Thème 0,Politique énergétique et environnementale,Thème 1,Soutien et financement de projets écologiques
La transition écologique pour payer 40 000€ de frais d’électricité pour un boulanger? En effet on a du mal à envisager les choses. Avec des si…,"['écologique', 'payer', 'frais', 'électricité', 'boulanger', 'mal', 'envisager', 'chose']",2023-01-05,Thème 14,"Énergie nucléaire, électricité et économie industrielle",Thème 3,Énergie et économie vers une société écologique
